name,place_id,address,description,type,rating,price_level,latitude,longitude,city,state,country
RumFire,ChIJiS0BpXVyAHwRF0LyWnKf2O8,"2255 Kalākaua Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': ""The Sheraton's posh, beachside lounge known for unique cocktails, comfort food & coveted fire pits.""}",restaurant,4.2,2,21.2771047,-157.8302186,Honolulu,Hawaii,United States
Buffalo Wild Wings,ChIJzdJ1PvRtAHwR3SsqGlEloO8,"1450 Ala Moana Blvd Unit #3326, Honolulu, HI 96814, USA","{'language': 'en', 'overview': 'Chain dishing up wings, tenders & burgers, plus sauces ranging from sweet to very spicy.'}",restaurant,3.6,2,21.2920388,-157.8426207,Honolulu,Hawaii,United States
Pacific Marina Inn,ChIJRzU4sVVuAHwRb47zX4bkyCQ,"2628 Waiwai Loop, Honolulu, HI 96819, USA","{'language': 'en', 'overview': 'Functional lodging with free Wi-Fi & an airport shuttle, plus a bar & an outdoor pool.'}",lodging,3.3,,21.3322493,-157.9006765,Honolulu,Hawaii,United States
Best Western The Plaza Hotel Honolulu Airport,ChIJd0UB06lvAHwRZ131j2NndB8,"3253 N Nimitz Hwy, Honolulu, HI 96819, USA","{'language': 'en', 'overview': 'Laid-back property featuring an outdoor pool & a free airport shuttle, plus breakfast.'}",lodging,3.8,,21.3362399,-157.9131468,Honolulu,Hawaii,United States
Aston at the Executive Centre Hotel,ChIJx76L8HRuAHwRt5hZrHS-mUw,"1088 Bishop St, Honolulu, HI 96813, USA","{'language': 'en', 'overview': 'Airy suites with whirlpool tubs in a modern hotel with an outdoor pool & a fusion restaurant.'}",lodging,4.0,,21.3093567,-157.8608558,Honolulu,Hawaii,United States
Ala Moana Honolulu by Mantra,ChIJYUc8hPFtAHwRj58jhrBaiwY,"410 Atkinson Dr, Honolulu, HI 96814, USA","{'language': 'en', 'overview': 'Relaxed hotel with breezy rooms & ocean views, plus an outdoor pool, restaurants & a nightclub.'}",lodging,4.1,,21.2902916,-157.8395966,Honolulu,Hawaii,United States
The Equus,ChIJqQYAAvRtAHwRGBmXvyIQbpA,"1696 Ala Moana Blvd, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Warm, horse-themed hotel with rustic-chic quarters, plus a plunge pool, a terrace & a lounge/bar.'}",lodging,3.9,,21.2865403,-157.8392312,Honolulu,Hawaii,United States
Hilton Vacation Club The Modern Honolulu,ChIJY4vEJvRtAHwRrQ0ZoXvnpK4,"1775 Ala Moana Blvd, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Contemporary, harborfront resort featuring sleek rooms, several restaurants & a pair of pools.'}",lodging,4.0,,21.2849832,-157.8390632,Honolulu,Hawaii,United States
Ilikai Hotel & Luxury Suites,ChIJ37csLPRtAHwRkJKT-pg3HoA,"1777 Ala Moana Blvd, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Upmarket, harborfront hotel offering outdoor pools, plus a rooftop Italian restaurant.'}",lodging,4.3,,21.2845059,-157.8385364,Honolulu,Hawaii,United States
Waikiki Marina Resort at the Ilikai,ChIJa3fuL_RtAHwRTJoQCQm-dMg,"1777 Ala Moana Blvd Ste 212, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Refined studios with free Wi-Fi, balconies & kitchens in a high-rise featuring a pool & dining.'}",lodging,4.3,,21.2841355,-157.8383958,Honolulu,Hawaii,United States
Hilton Hawaiian Village Waikiki Beach Resort,ChIJNyh1DvVtAHwRMEI89WJMUrE,"2005 Kālia Rd, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'High-rise lodging on a sprawling beachfront property, with a spa, restaurants & activities.'}",lodging,4.2,,21.282395,-157.837535,Honolulu,Hawaii,United States
Aqua Palms Waikiki,ChIJTak4XPRtAHwRstW9tbGhtos,"1850 Ala Moana Blvd, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Casual quarters with tropical decor in a hotel with a rooftop pool, an exercise room & a restaurant.'}",lodging,3.9,,21.2848526,-157.8365953,Honolulu,Hawaii,United States
DoubleTree by Hilton Alana - Waikiki Beach,ChIJ3akfpfRtAHwRKkLyTB-jxTw,"1956 Ala Moana Blvd, Honolulu, HI 96815, USA","{'language': 'en', 'overview': ""Modern hotel 8 minutes' walk from the beach, featuring private balconies & outdoor pool.""}",lodging,3.9,,21.28572789999999,-157.834027,Honolulu,Hawaii,United States
Luana Waikiki Hotel & Suites,ChIJx7vuO4ttAHwRdX2I9x4AYNw,"2045 Kalākaua Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Airy rooms & suites with private lanais in a laid-back hotel featuring a gym & an outdoor pool.'}",lodging,4.2,,21.2837066,-157.8320923,Honolulu,Hawaii,United States
OUTRIGGER Reef Waikiki Beach Resort,ChIJ97z1OXVyAHwRlyK64DnYVhc,"2169 Kālia Rd, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Relaxed beachfront lodging with an outdoor pool, a spa & 2 restaurants, plus nightly Hawaiian music.'}",lodging,4.4,,21.2785231,-157.83267,Honolulu,Hawaii,United States
Embassy Suites by Hilton Waikiki Beach Walk,ChIJcUYoZHVyAHwR5_0ak60q6IY,"201 Beach Walk, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Relaxed all-suite lodging offering free hot breakfast & Wi-Fi, plus an outdoor pool with a sundeck.'}",lodging,4.4,,21.2793123,-157.8316594,Honolulu,Hawaii,United States
Halekulani Hotel,ChIJJVGzGXVyAHwRI2_9brEI5UU,"2199 Kālia Rd, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Airy quarters in a refined hotel with ocean views & 3 restaurants, plus an outdoor pool & a spa.'}",lodging,4.7,,21.2782572,-157.831802,Honolulu,Hawaii,United States
"Holiday Inn Express Waikiki, an IHG Hotel",ChIJV9T7EIttAHwRGPQ0JVSIRc8,"2058 Kūhiō Ave., Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Modern hotel in high-rise building with bright rooms, some with ocean views, plus a hot tub & pool.'}",lodging,3.9,,21.2838355,-157.8308206,Honolulu,Hawaii,United States
Club Wyndham at Waikiki Beach Walk,ChIJQZ-aPXVyAHwRMFsVe1YxMvI,"227 Lewers St, Honolulu, HI 96815, USA",,lodging,4.3,,21.2791668,-157.8309162,Honolulu,Hawaii,United States
Club Wyndham Royal Garden at Waikiki,ChIJNYain4ttAHwRadYCpuYPzNw,"440 ʻOlohana St, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Understated hotel featuring an outdoor pool & a garden, plus BBQs, a sauna & free Wi-Fi.'}",lodging,4.3,,21.2845232,-157.8301056,Honolulu,Hawaii,United States
Sheraton Waikiki Beach Resort,ChIJSfGt_nRyAHwRPiuBUWhmFws,"2255 Kalākaua Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Colorful rooms in a polished beach property with an infinity pool, a spa & 4 restaurants.'}",lodging,4.4,3,21.2782408,-157.829903,Honolulu,Hawaii,United States
"The Royal Hawaiian, a Luxury Collection Resort, Waikiki",ChIJy6_Yk3VyAHwRyPUq5FiSeLk,"2259 Kalākaua Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Polished 1927 beachfront resort offering dining options, multiple outdoor pools & a spa.'}",lodging,4.5,,21.2774784,-157.8292846,Honolulu,Hawaii,United States
Waikiki Malia,ChIJ2coYFIptAHwRhS4yg0zAy6o,"2211 Kūhiō Ave., Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Functional rooms with minifridges & private lanais, plus a sundeck, a pool & multiple restaurants.'}",lodging,4.0,,21.2810532,-157.8282744,Honolulu,Hawaii,United States
Courtyard Waikiki Beach,ChIJW9UvPYptAHwRXxTT5K2aCE8,"400 Royal Hawaiian Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Laid-back hotel featuring indoor & outdoor pools, a spa & a gym, plus Italian dining & a bar.'}",lodging,3.7,,21.2813093,-157.8279188,Honolulu,Hawaii,United States
OUTRIGGER Waikiki Beachcomber Hotel,ChIJewbK33VyAHwRey3xkDc90LQ,"2300 Kalākaua Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Modern lodging with tropical decor & an outdoor pool, plus dining & a fitness center.'}",lodging,4.3,,21.2784163,-157.8273135,Honolulu,Hawaii,United States
"Moana Surfrider, A Westin Resort & Spa, Waikiki Beach",ChIJzyVahnZyAHwRSexvrM_P95g,"2365 Kalākaua Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Polished oceanfront hotel dating from 1901, offering a spa, refined dining & an outdoor pool.'}",lodging,4.5,,21.2765498,-157.8266319,Honolulu,Hawaii,United States
Aqua Skyline Hotel at Island Colony,ChIJTbaMlYltAHwRBpfAqMna7b4,"445 Seaside Ave Ste 3C, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'High-rise hotel offering stylish studios & suites with kitchenettes & Wi-Fi, plus a pool.'}",lodging,3.7,,21.2810052,-157.8257428,Honolulu,Hawaii,United States
Kuhio Banyan Club,ChIJrRngH3ZyAHwRJHqe56_cxJY,"2310 Kūhiō Ave. #140, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Straightforward rooms with kitchenettes in an no-nonsense hotel offering beach gear.'}",lodging,3.2,,21.2795858,-157.8257541,Honolulu,Hawaii,United States
White Sands Hotel,ChIJKXeXwoltAHwRiF9WjqEu9yM,"431 Nohonani St, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Straightforward quarters with private balconies, plus a courtyard & an outdoor pool.'}",lodging,3.8,,21.2801606,-157.8255682,Honolulu,Hawaii,United States
Ilima Hotel,ChIJ09nQw4ltAHwR2ML0eoQl5Mw,"445 Nohonani St, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Low-key condo hotel with units featuring  full kitchens & lanais, plus a pool & rooftop sundecks.'}",lodging,4.3,,21.2803865,-157.8253474,Honolulu,Hawaii,United States
Sheraton Princess Kaiulani,ChIJlwmsX3ZyAHwRGmQs1L-l08Y,"120 Kaʻiulani Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Modern resort with an open-air buffet restaurant, plus an outdoor pool, a gym & free Wi-Fi.'}",lodging,3.9,2,21.2770073,-157.825715,Honolulu,Hawaii,United States
Hyatt Regency Waikiki Beach Resort and Spa,ChIJ7W9Vi3ZyAHwRHBKlEEKi3EY,"2424 Kalākaua Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Polished beachfront resort with 2 restaurants & a luxe spa, plus an outdoor pool with a bar.'}",lodging,4.3,,21.2760834,-157.8253554,Honolulu,Hawaii,United States
OUTRIGGER Waikīkī Paradise Hotel (formerly OHANA Waikiki East),ChIJr7i0R3ZyAHwRvf2hMFdi-Rg,"150 Kaʻiulani Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Casual rooms & suites in a tropical lodging with an outdoor pool, laid-back eateries & a game room.'}",lodging,4.0,,21.2778638,-157.8249928,Honolulu,Hawaii,United States
Stay Hotel Waikiki,ChIJ_8Ru93ZyAHwRNefWEtOB370,"2424 Koa Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Casual hotel offering modern rooms & Wi-Fi, plus a stylish lounge, a restaurant & breakfast.'}",lodging,3.5,,21.276203,-157.8245508,Honolulu,Hawaii,United States
Aqua Aloha Surf Waikiki Hotel,ChIJ2bEJ13dyAHwRAe1i_jf7OMM,"444 Kānekapōlei St, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Laid-back destination featuring surf decor, as well as an outdoor pool & a BBQ area.'}",lodging,3.4,,21.2790597,-157.8235955,Honolulu,Hawaii,United States
Pacific Monarch Hotel,ChIJ1REPqndyAHwRsw-l4Is4EXk,"2427 Kūhiō Ave., Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Relaxed, all-suite hotel offering a rooftop pool with ocean views, plus a Japanese cafe.'}",lodging,4.0,,21.27637919999999,-157.8238976,Honolulu,Hawaii,United States
Aston Waikiki Circle Hotel,ChIJqbtt33ZyAHwR1oUoA_Kj280,"2464 Kalākaua Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Bright rooms with private balconies in a straightforward hotel set opposite a beach.'}",lodging,4.1,,21.2749118,-157.8241351,Honolulu,Hawaii,United States
Waikiki Resort Hotel,ChIJIdBBGXdyAHwRzEIy5b8E7bI,"2460 Koa Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Understated rooms & suites, some offering ocean views, plus 2 restaurants & an outdoor pool.'}",lodging,3.9,,21.2754496,-157.8235953,Honolulu,Hawaii,United States
‘Alohilani Resort Waikiki Beach,ChIJSUFT-_gOVHkRgGh5rZLyBgw,"2490 Kalākaua Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Upmarket hotel offering restaurants & bars, plus tennis courts, an outdoor pool & an aquarium.'}",lodging,4.2,,21.2747071,-157.8233668,Honolulu,Hawaii,United States
Waikiki Beach Marriott Resort & Spa,ChIJOyZOz3ByAHwRG_Deghah7xc,"2552 Kalākaua Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Breezy resort set in 2 high-rise towers, with 5 restaurants, 2 outdoor pools & a spa.'}",lodging,4.3,3,21.2733659,-157.8225003,Honolulu,Hawaii,United States
The Twin Fin Hotel,ChIJpeekwXByAHwRTSwnqwSxXqo,"2570 Kalākaua Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Bright rooms, some with ocean views, in a high-rise hotel with open-air dining & live entertainment.'}",lodging,4.1,,21.2725334,-157.822647,Honolulu,Hawaii,United States
Hotel Renew,ChIJwx6usHByAHwR2apyJC4yv1U,"129 Paoakalani Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Chic hotel offering polished rooms, some with ocean views, plus beach gear & Wi-Fi.'}",lodging,4.1,,21.272804,-157.8222424,Honolulu,Hawaii,United States
Park Shore Waikiki Hotel,ChIJ0zgno3ByAHwRFn5oZHEdBVE,"2586 Kalākaua Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Contemporary high-rise with Diamond Head Monument views, plus a pool, live music & in-room massages.'}",lodging,4.2,,21.2718284,-157.8223387,Honolulu,Hawaii,United States
Aston at the Waikiki Banyan,ChIJD-JvYHdyAHwRbYkIqy6y2no,"201 ʻŌhua Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Casual suites with kitchens & lanais in a resort hotel with an outdoor pool, sports courts & a cafe.'}",lodging,3.9,,21.274426,-157.8214405,Honolulu,Hawaii,United States
Hyatt Place Waikiki Beach,ChIJowvqU3dyAHwR3rk9SaOuESI,"175 Paoakalani Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Contemporary lodging offering a 24/7 cafe/bar, a fitness center & an outdoor pool.'}",lodging,4.2,,21.2733927,-157.8215039,Honolulu,Hawaii,United States
Ewa Hotel Waikiki,ChIJYWAspnByAHwRpElC-l4vuBg,"2555 Cartwright Rd, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Low-key rooms & suites with minifridges in a casual property featuring a rooftop sundeck.'}",lodging,3.4,,21.2728734,-157.8214769,Honolulu,Hawaii,United States
Queen Kapiʻolani Hotel Waikīkī Beach,ChIJiQiGCnpyAHwRSb5e8f3XW4A,"150 Kapahulu Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Polished hotel with flat-screen TVs & free Wi-Fi, plus a poolside cocktail bar, a cafe & a spa.'}",lodging,4.0,,21.27184459999999,-157.8211401,Honolulu,Hawaii,United States
Aston Waikiki Sunset,ChIJp5Vl73lyAHwRD3FAmzGTA9Y,"229 Paoakalani Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Casual suites with kitchens & balconies in a resort with an outdoor pool, a picnic area & tennis.'}",lodging,3.9,,21.2743592,-157.8205391,Honolulu,Hawaii,United States
Kaimana Beach Hotel,ChIJY0Z_YG9yAHwRcOW16Ge9T3o,"2863 Kalākaua Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Airy rooms with private balconies & free Wi-Fi, plus 3 restaurants & beach access.'}",lodging,4.4,,21.26326569999999,-157.8211603,Honolulu,Hawaii,United States
Paradise Bay Resort,ChIJbchYNXVqAHwRLO1TzJVviAs,"47-039 Lihikai Dr, Kaneohe, HI 96744, USA","{'language': 'en', 'overview': 'Bayside resort featuring island-influenced suites & cottages, plus a pool, yoga & water sports.'}",lodging,4.2,,21.4603927,-157.8333915,Kaneohe,Hawaii,United States
Airport Honolulu Hotel,ChIJgYwc8advAHwRnS0CTS0s00I,"3401 N Nimitz Hwy, Honolulu, HI 96819, USA","{'language': 'en', 'overview': 'Low-key rooms in a simple property with a restaurant, an outdoor pool & a free airport shuttle.'}",lodging,3.8,,21.3371629,-157.9180897,Honolulu,Hawaii,United States
Hilton Grand Vacations Club Grand Waikikian Honolulu,ChIJke0ExfVtAHwR-emc1Ve6c1Y,"1811 Ala Moana Blvd, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Elegant suites, some with ocean views, in a posh beachfront hotel offering a spa, pools & dining.'}",lodging,4.4,,21.284111,-157.8373602,Honolulu,Hawaii,United States
Ramada Plaza by Wyndham Waikiki,ChIJqfYeQ_RtAHwRAn9rpMNBbm4,"1830 Ala Moana Blvd, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Warm quarters, some with balconies, in a casual hotel offering free Wi-Fi, plus a pool & dining.'}",lodging,4.0,,21.2851894,-157.8370917,Honolulu,Hawaii,United States
BackPackers Hawaii,ChIJtUOHZJFZAHwRk-uS2v-Kopc,"59-788 Kamehameha Hwy, Haleiwa, HI 96712, USA","{'language': 'en', 'overview': 'Beachside hostel spread over 4 buildings featuring simple rooms, dorms & cabins, plus free WiFi.'}",lodging,3.8,,21.64488309999999,-158.0634136,Haleiwa,Hawaii,United States
Pagoda Hotel,ChIJswzvZu5tAHwRNJD7UYOhlOM,"1525 Rycroft St, Honolulu, HI 96814, USA","{'language': 'en', 'overview': 'Casual lodging with a pool & a local shuttle, plus a koi pond & a floating Asian-fusion restaurant.'}",lodging,3.8,,21.2956284,-157.840381,Honolulu,Hawaii,United States
"The Polynesian Residences, Waikiki Beach",ChIJOdNUjIptAHwRaHLf922he4w,"2131 Kalākaua Ave #2, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Unfussy studios & suites with balconies in a relaxed property offering an outdoor pool.'}",lodging,3.9,,21.2814702,-157.8307351,Honolulu,Hawaii,United States
"The Ritz-Carlton O‘ahu, Turtle Bay",ChIJGWTp4U9QAHwR7Atcf4v26B4,"57-091 Kamehameha Hwy, Kahuku, HI 96731, USA","{'language': 'en', 'overview': 'Polished tropical resort offering 2 pools & 2 golf courses, plus 7 restaurants & bars.'}",lodging,4.5,3,21.7009656,-157.9880111,Kahuku,Hawaii,United States
Waikiki Beachside Hostel,ChIJ9xkgpXByAHwRnf2CzP39huk,"2556 Lemon Rd, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Relaxed hostel by Waikiki Beach offering simple dorms & private rooms, plus free breakfast & Wi-Fi.'}",lodging,3.7,,21.2728081,-157.8218857,Honolulu,Hawaii,United States
Regency on Beachwalk Waikiki by OUTRIGGER,ChIJowc-Y3VyAHwRRG2DBjSEcy4,"255 Beach Walk, Honolulu, HI 96815, USA",,lodging,4.2,,21.280057,-157.8309039,Honolulu,Hawaii,United States
Aston Waikiki Beach Tower,ChIJV3d82HZyAHwRUL0Xkw0IlZk,"2470 Kalākaua Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'High-rise offering classically decorated condos with sea views, plus an outdoor pool & a hot tub.'}",lodging,4.6,,21.274921,-157.823799,Honolulu,Hawaii,United States
Castle Waikiki Shore,ChIJI4jo0gpyAHwRIpa66_59Vnc,"2161 Kālia Rd, Honolulu, HI 96815, USA",,lodging,4.1,,21.2783767,-157.8331436,Honolulu,Hawaii,United States
Waikīkī Grand Hotel®,ChIJ58CUmHByAHwRP4uOiiUAwkQ,"134 Kapahulu Ave, Honolulu, HI 96815, USA","{'language': 'en', 'overview': 'Casual hotel with bright rooms, an outdoor pool, dining & a nightclub, plus free Wi-Fi.'}",lodging,3.9,,21.271864,-157.821717,Honolulu,Hawaii,United States
